AssetID,BuildingID,BuildingYear,assetFloor
30132662,53371630,1988,0
30132665,52681135,1980,1
30132669,52723128,1980,1
30132851,52703632,1990,3
30132863,52703632,1990,1
30132882,53167993,1970,1
30132912,52682955,1970,0
30132919,52682955,1970,2
30132923,52682955,1970,0
30132926,52682955,1970,1
30132927,52682955,1970,2
30132929,52682955,1970,3
30132937,52682955,1970,3
30132943,52682955,1970,1
30132948,52682955,1970,3
30132955,52794647,1992,1
30132960,52794647,1992,2
30132961,52794647,1992,2
30132966,52794647,1992,3
30132970,52794647,1992,4
30132971,52649164,1990,0
30132992,53441965,1970,1
30132993,53441965,1970,1
30132995,53441965,1970,2
30132997,53441965,1970,2
30133010,53441965,1970,2
30133011,53441965,1970,3
30133013,53441965,1970,3
30133014,53441965,1970,3
30133022,53370992,1960,0
30133027,53370992,1960,2
30133028,53370992,1960,3
30133030,53370992,1960,0
30133042,53370992,1960,2
30133043,53370992,1960,2
30133045,53370992,1960,3
30133046,53370992,1960,0
30133049,53370992,1960,1
30133050,53370992,1960,2
30133051,53370992,1960,2
30133054,53370992,1960,0
30133064,53370992,1960,1
30133065,53370992,1960,1
30133067,53370992,1960,2
30133069,53370992,1960,3
30133076,53370992,1960,3
30133077,53370992,1960,3
30133078,53370992,1960,0
30133089,53021460,1960,1
30133090,53021460,1960,1
30133092,53021460,1960,2
30133102,53021460,1960,3
30133104,53021460,1960,0
30133105,53021460,1960,1
30133107,53021460,1960,2
30133110,53021460,1960,3
30133119,53021460,1960,0
30133121,53021460,1960,1
30133126,53021460,1960,3
30133127,53021460,1960,0
30133128,53021460,1960,0
30133132,53021460,1960,2
30133136,53021460,1960,0
30133137,53021460,1960,1
30133142,53021460,1960,3
30133145,53021460,1960,1
30133150,53021460,1960,0
30133151,53021460,1960,0
30133269,52681601,1970,1
30133271,52681601,1970,1
30133284,52681601,1970,5
30133298,52549334,1970,0
30133299,52549334,1970,0
30133303,52549334,1970,1
30133304,52549334,1970,2
30133305,52549334,1970,2
30133308,52549334,1970,3
30133310,52549334,1970,3
30133311,52549334,1970,3
30133316,52549334,1970,5
30133318,52549334,1970,5
30133322,52549334,1970,6
30133327,52549334,1970,7
30133333,52549785,1968,0
30133334,52549785,1968,0
30133339,52549785,1968,1
30133343,52549785,1968,2
30133345,52549785,1968,2
30133351,52549785,1968,4
30133357,52549785,1968,5
30133364,53344813,1970,0
30133393,53344813,1970,0
30133405,52587403,1960,0
30133412,52587403,1960,2
30133415,52587403,1960,2
30133416,52587403,1960,3
30133419,52587403,1960,3
30133422,52587403,1960,4
30133423,52587403,1960,4
30133424,52587403,1960,5
30133441,53337740,1967,0
30133442,53337740,1967,0
30133445,53337740,1967,0
30133447,53337740,1967,0
30133449,53337740,1967,0
30133452,53337740,1967,0
30133584,52683487,1970,0
30133587,52683487,1970,1
30133588,52683487,1970,1
30133590,52683487,1970,2
30133592,52683487,1970,2
30133599,52683487,1970,4
30133603,52683487,1970,5
30133605,52683487,1970,5
30133606,52683487,1970,6
30133609,52683487,1970,6
30133620,53344423,1970,2
30133625,53344423,1970,3
30133628,53344423,1970,4
30133639,53344423,1970,7
30133644,53319754,1970,1
30133645,53319754,1970,1
30133646,53319754,1970,1
30133647,53319754,1970,1
30133650,53319754,1970,2
30133654,53319754,1970,3
30133656,53319754,1970,4
30133657,53319754,1970,4
30133658,53319754,1970,4
30133664,53319754,1970,6
30133665,53319754,1970,6
30133667,53319754,1970,6
30133700,52686495,1992,2
30133702,52686495,1992,3
30133707,52686495,1992,5
30133708,52686495,1992,1
30133710,52686495,1992,2
30133712,52686495,1992,3
30133717,52686495,1992,5
30133725,52686495,1992,4
30133727,52686495,1992,5
30133747,52664462,1995,4
30133748,52664462,1995,5
30133754,52664462,1995,3
30133755,52664462,1995,4
30133758,52664462,1995,0
30133759,52664462,1995,0
30133760,52664462,1995,2
30133762,52664462,1995,3
30133765,52664462,1995,4
30133775,52730055,1996,3
30133776,52730055,1996,3
30133778,52730055,1996,0
30133780,52730055,1996,1
30133782,52730055,1996,2
30133783,52730055,1996,3
30133787,52730055,1996,1
30133788,52730055,1996,1
30133814,53341201,1970,0
30133817,53341201,1970,0
30133820,53341201,1970,0
30133823,53341201,1970,3
30133835,53341201,1970,5
30133843,53341201,1970,5
30133844,53341201,1970,5
30133848,53341201,1970,3
30133849,53341201,1970,4
30133896,52536876,1972,0
30133899,52536876,1972,0
30133903,52960550,1970,0
30133909,52604418,1975,0
30133916,53374525,1970,0
30133918,53374525,1970,0
30133921,52702694,1972,0
30133922,52702694,1972,0
30133923,52702694,1972,0
30133924,52702694,1972,0
30133925,52723654,1970,0
30133950,52522926,1982,0
30133952,52522926,1982,0
30133957,52522926,1982,1
30133967,52992643,1984,0
30133969,52992643,1984,0
30133970,52992643,1984,0
30133971,52992643,1984,0
30133972,52992643,1984,0
30133973,52992643,1984,0
30133975,52992643,1984,0
30133977,52992643,1984,1
30133987,52414188,1970,2
30133989,52414188,1970,3
30133990,52414188,1970,3
30133991,52414188,1970,4
30133992,52414188,1970,4
30133993,52414188,1970,5
30133994,52414188,1970,5
30134001,52414188,1970,3
30134004,52414188,1970,4
30134006,52414188,1970,5
30134011,52414188,1970,1
30134015,52414188,1970,3
30134021,52414188,1970,6
30134025,52414188,1970,2
30134027,52414188,1970,3
30134031,52414188,1970,5
30134032,52414188,1970,5
30134034,52414188,1970,6
30134043,52414188,1970,5
30134045,52414188,1970,6
30134046,52414188,1970,6
30134059,52541682,1970,3
30134061,52541682,1970,4
30134064,52541682,1970,6
30134068,52541682,1970,2
30134072,52541682,1970,4
30134074,52541682,1970,5
30134076,52541682,1970,6
30134077,52541682,1970,6
30134078,52541682,1970,0
30134088,52541682,1970,5
30134097,52541682,1970,3
30134098,52541682,1970,4
30134101,52541682,1970,5
30134102,52541682,1970,6
30134104,52541682,1970,0
30134108,52541682,1970,3
30134111,52541682,1970,4
30134115,52541682,1970,6
30134150,52542795,1970,1
30134160,52542795,1970,6
30134163,52542795,1970,2
30134165,52542795,1970,3
30134172,52542795,1970,6
30134175,52542795,1970,2
30134176,52542795,1970,2
30134183,52542795,1970,6
30134186,52548917,1996,8
30134200,52413788,1970,1
30134201,52413788,1970,1
30134203,52413788,1970,2
30134210,52413788,1970,4
30134214,52413788,1970,5
30134217,52413788,1970,5
30134218,52413788,1970,6
30134224,52413788,1970,7
30134225,52413788,1970,7
30134229,52413788,1970,1
30134231,52413788,1970,2
30134234,52413788,1970,3
30134242,52413788,1970,5
30134252,52413788,1970,7
30134258,52413788,1970,2
30134266,52413788,1970,4
30134272,52413788,1970,5
30134274,52413788,1970,6
30134278,52413788,1970,7
30134279,52413788,1970,7
30134280,52413788,1970,7
30134281,52413788,1970,7
30134286,53051228,1970,2
30134287,53051228,1970,2
30134294,53051228,1970,4
30134295,53051228,1970,4
30134296,53051228,1970,4
30134299,53051228,1970,5
30134305,53051228,1970,6
30134308,53051228,1970,7
30134310,53051228,1970,1
30134314,53051228,1970,2
30134315,53051228,1970,2
30134317,53051228,1970,2
30134319,53051228,1970,3
30134323,53051228,1970,4
30134331,53051228,1970,6
30134332,53051228,1970,6
30134336,53051228,1970,7
30134341,53051228,1970,1
30134347,53051228,1970,3
30134351,53051228,1970,4
30134352,53051228,1970,4
30134353,53051228,1970,4
30134354,53051228,1970,5
30134356,53051228,1970,5
30134357,53051228,1970,5
30134359,53051228,1970,6
30134363,53051228,1970,7
30134372,53011141,1970,1
30134373,53011141,1970,1
30134374,53011141,1970,2
30134378,53011141,1970,3
30134381,53011141,1970,3
30134394,53011141,1970,7
30134397,53011141,1970,7
30134398,53011141,1970,0
30134399,53011141,1970,0
30134405,53011141,1970,2
30134407,53011141,1970,3
30134415,53011141,1970,5
30134416,53011141,1970,5
30134420,53011141,1970,6
30134422,53011141,1970,7
30134424,53011141,1970,7
30134425,53011141,1970,7
30134426,53011141,1970,0
30134427,53011141,1970,0
30134428,53011141,1970,1
30134429,53011141,1970,1
30134431,53011141,1970,2
30134433,53011141,1970,2
30134436,53011141,1970,3
30134437,53011141,1970,3
30134442,53011141,1970,5
30134445,53011141,1970,5
30134446,53011141,1970,6
30134448,53011141,1970,6
30134449,53011141,1970,6
30134451,53011141,1970,7
30134453,53011141,1970,7
30134476,52549945,1970,3
30134484,52492571,1970,3
30134485,52482386,1970,0
30134489,52482386,1970,1
30134491,52482386,1970,0
30134492,52482386,1970,1
30134493,52482386,1970,2
30134494,52482386,1970,0
30134502,52492622,1980,2
30134686,52549805,1980,1
30134688,52524094,1998,1
30134692,52416488,1990,0
30134700,52449659,1991,
30134703,52462411,1993,0
30134707,53337654,2005,1
30134719,52415357,2008,2
30134721,52529377,1985,
30134727,52536757,1990,1
30134731,52528448,1990,1
30134738,52724019,1989,1
30134760,52429350,1995,
30134762,52535008,1991,2
30134778,53317065,1991,0
30134796,52548944,1995,0
30134797,52548944,1995,0
30134815,52460162,1994,1
30134819,53325654,1995,
30134831,52417805,1993,1
30134835,52541758,1992,0
30134844,52553145,1988,
30134845,52550131,1990,
30134897,51664134,1985,0
30134898,51664134,1985,0
30134900,51664134,1985,1
30134906,51664134,1985,2
30134913,51664134,1985,1
30134914,51664134,1985,1
30134921,51664134,1985,2
30134927,51664134,1985,2
30134928,51664134,1985,2
30134929,51664134,1985,3
30134935,51664134,1985,2
30134936,51664134,1985,2
30134948,51663438,1985,3
30134956,51663438,1985,1
30134964,51663438,1985,2
30134967,51663438,1985,1
30134972,51663438,1985,1
30134974,51663438,1985,2
30134975,51663438,1985,3
30134985,51663438,1985,1
30134986,51663438,1985,2
30134987,51663438,1985,3
30134998,52507660,1980,1
30134999,52507660,1980,2
30135000,52507660,1980,2
30135004,52507660,1980,4
30135006,52507660,1980,5
30135007,52507660,1980,5
30135009,52507660,1980,0
30135011,52507660,1980,1
30135018,52507660,1980,4
30135020,52507660,1980,5
30135021,52507660,1980,6
30135022,52507660,1980,6
30135026,52507660,1980,2
30135027,52507660,1980,2
30135029,52507660,1980,3
30135030,52507660,1980,3
30135031,52507660,1980,4
30135033,52507660,1980,5
30135040,52416078,1970,2
30135041,52416078,1970,2
30135042,52416078,1970,3
30135046,53317860,1980,1
30135049,53317860,1980,3
30135051,53317860,1980,4
30135057,52551845,1975,3
30135074,52523792,1980,2
30135076,52523792,1980,3
30135077,52523792,1980,4
30135078,52523792,1980,4
30135081,52523792,1980,2
30135082,52523792,1980,2
30135086,52523792,1980,4
30135093,52523792,1980,4
30135094,52523792,1980,4
30135099,53331677,1986,0
30135100,53331677,1986,0
30135118,53331677,1986,1
30135120,53331677,1986,2
30135122,53331677,1986,3
30135138,52555907,1980,2
30135140,52555907,1980,2
30135145,52555907,1980,2
30135147,52555907,1980,2
30135153,53324540,1990,0
30135159,53324540,1990,0
30135161,53324540,1990,0
30135163,53324540,1990,2
30135167,53324540,1990,2
30135168,53324540,1990,2
30135176,53017308,1985,0
30135178,53017308,1985,1
30135179,53017308,1985,1
30135180,53017308,1985,1
30135184,53017308,1985,2
30135185,53017308,1985,2
30135186,53017308,1985,2
30135191,53017308,1985,3
30135195,53017308,1985,4
30135201,53017308,1985,5
30135206,53017308,1985,5
30135210,53017308,1985,6
30135211,53017308,1985,6
30135213,53017308,1985,7
30135214,53017308,1985,7
30135216,53017308,1985,7
30135219,53017308,1985,8
30135220,53017308,1985,1
30135223,53017308,1985,2
30135225,53017308,1985,3
30135228,53017308,1985,4
30135231,53017308,1985,4
30135233,53017308,1985,5
30135235,53017308,1985,5
30135236,53017308,1985,6
30135239,53017308,1985,6
30135243,53017308,1985,7
30135245,53017308,1985,8
30135246,53017308,1985,8
30135247,53017308,1985,8
30135248,53017308,1985,9
30135249,53017308,1985,9
30135250,53017308,1985,10
30135251,53017308,1985,10
30135256,52401182,1988,1
30135257,52401182,1988,2
30135267,52401182,1988,5
30135269,52401182,1988,6
30135282,52401182,1988,2
30135285,52401182,1988,3
30135288,52401182,1988,4
30135305,52401182,1988,1
30135310,52401182,1988,3
30135318,52401182,1988,6
30135320,52401182,1988,6
30135323,52401182,1988,7
30135324,52401182,1988,8
30135332,52546266,1985,1
30135334,52546266,1985,2
30135335,52546266,1985,2
30135336,52546266,1985,3
30135338,52546266,1985,3
30135342,52546266,1985,5
30135346,52546266,1985,6
30135353,52546266,1985,1
30135363,52546266,1985,5
30135365,52546266,1985,5
30135366,52546266,1985,6
30135373,52546266,1985,2
30135374,52546266,1985,2
30135376,52546266,1985,3
30135384,52546266,1985,5
30135385,52546266,1985,5
30135391,52546266,1985,7
30135395,52546266,1985,8
30135412,52498145,1980,0
30135413,52498145,1980,3
30135414,52498145,1980,0
30135419,52498145,1980,3
30135420,52498145,1980,0
30135426,52558426,1987,0
30135432,52558426,1987,0
30135433,52558426,1987,2
30135435,52558426,1987,2
30135438,52558426,1987,2
30135440,52558426,1987,2
30135448,52466903,1990,0
30135465,53044571,2005,0
30135467,53044571,2005,0
30135469,53044571,2005,0
30135473,53044571,2005,0
30135475,53044571,2005,2
30135488,52541665,1997,4
30135490,53315259,1980,1
30135497,53326045,2000,4
30135498,53326045,2000,3
30135499,53326045,2000,4
30135501,53326045,2000,3
30135503,53326045,2000,2
30135504,53326045,2000,1
30135506,53326045,2000,1
30135518,52571418,1996,3
30135524,52571418,1996,5
30135530,52571418,1996,7
30135531,52571418,1996,7
30135534,52552046,1998,2
30135536,52552046,1998,3
30135538,52552046,1998,4
30135540,52552046,1998,5
30135548,52552046,1998,7
30135560,52450720,1997,2
30135561,52450720,1997,3
30135564,52450720,1997,3
30135565,52450720,1997,4
30135574,52588856,1990,0
30135582,52588856,1990,3
30135583,52588856,1990,3
30135587,52588856,1990,4
30135598,52398364,1980,0
30135599,52398364,1980,1
30135600,52398364,1980,1
30135603,52398364,1980,1
30135606,52398364,1980,2
30135611,52398364,1980,3
30135625,52398364,1980,5
30135633,52398364,1980,6
30135635,52398364,1980,7
30135640,52398364,1980,7
30135656,52398364,1980,10
30135657,52398364,1980,10
30135661,52398364,1980,
30135665,52398364,1980,
30135675,52583459,1980,2
30135685,52583459,1980,2
30135688,52583459,1980,4
30135690,52583459,1980,0
30135701,52583459,1980,0
30135705,52583459,1980,2
30135712,52438163,1980,0
30135715,52438163,1980,1
30135720,52438163,1980,4
30135729,52438163,1980,5
30135730,52438163,1980,5
30135731,52438163,1980,6
30135737,52438163,1980,2
30135759,52438163,1980,2
30135763,52438163,1980,4
30135777,52417449,1980,3
30135787,52417449,1980,5
30135803,52417449,1980,6
30135804,52417449,1980,6
30135809,52507661,1990,1
30135816,52507661,1990,5
30135817,52507661,1990,5
30135818,52507661,1990,6
30135820,52507661,1990,7
30135821,52507661,1990,7
30135825,52507661,1990,2
30135826,52507661,1990,2
30135834,52507661,1990,5
30135838,52507661,1990,6
30135841,52507661,1990,7
30135845,52507661,1990,9
30135848,52507661,1990,10
30135882,52556419,1990,3
30135896,52557291,2002,3
30135902,52557291,2002,1
30135905,52557291,2002,2
30135940,52398409,2002,0
30135946,52398409,2002,1
30135951,52398409,2002,1
30135957,52398409,2002,4
30135960,52398409,2002,5
30135961,52398409,2002,6
30135962,52398409,2002,6
30135963,52398409,2002,7
30135969,52398409,2002,1
30135972,52398409,2002,3
30135976,52398409,2002,5
30135977,52398409,2002,5
30135979,52398409,2002,6
30135983,52398409,2002,0
30135987,52398409,2002,2
30135991,52398409,2002,1
30136058,52417022,1988,0
30136064,53337828,2005,0
30136070,53341960,1987,0
30136072,53341960,1987,0
30136073,53341960,1987,0
30136075,53341960,1987,1
30136094,52417051,1990,1
30136109,52542670,2000,0
30136112,52545906,1998,
30136115,52546276,1995,0
30136360,53341592,1995,4
30136387,52462409,1992,1
30136393,51662421,1989,1
30136394,51662421,1989,2
30136400,51662421,1989,0
30136407,51662421,1989,3
30136408,51662421,1989,3
30136409,51662421,1989,4
30136417,51662421,1989,3
30136427,51662421,1989,3
30136438,52528818,1996,3
30136442,52412814,1995,2
30136443,52412814,1995,3
30136446,52412814,1995,4
30136452,52398553,1980,
30136470,52416505,1998,1
30136471,52416505,1998,3
30136503,52583238,1997,3
30136505,52401198,2000,1
30136531,52498605,1990,1
30136647,52753551,1920,1
30136648,52753551,1920,2
30136649,52753551,1920,
30136651,52677226,1930,
30136663,52761095,1940,1
30136772,52527408,1960,1
30136776,52527408,1960,3
30136777,52527408,1960,4
30136785,52527408,1960,4
30136789,52527408,1960,2
30136790,52527408,1960,2
30136791,52527408,1960,3
30136792,52527408,1960,3
30136793,52527408,1960,4
30136794,52527408,1960,4
30136798,52527408,1960,2
30136799,52527408,1960,3
30136806,53338533,1960,1
30136812,53338533,1960,2
30136818,53338533,1960,4
30136825,52493501,1960,1
30136831,52493501,1960,3
30136832,52493501,1960,3
30136834,52493501,1960,3
30136835,52493501,1960,4
30136860,53171752,1945,
30136873,53336796,1980,1
30136875,53336796,1980,2
30136881,53336796,1980,2
30136887,53336796,1980,2
30136891,52476251,1970,1
30136906,52507662,1980,3
30136951,52516878,1970,3
30136959,52397902,1960,2
30136961,52397902,1960,3
30136970,52402158,1985,1
30136988,52497648,1970,0
30136990,52497648,1970,0
30137001,52497648,1970,3
30137002,52497648,1970,3
30137012,52497648,1970,2
30137014,52497648,1970,3
30137015,52497648,1970,3
30137024,52497648,1970,2
30137026,52497648,1970,3
30137028,52497648,1970,3
30137030,52453668,1978,1
30137031,52453668,1978,1
30137037,52453668,1978,3
30137038,52453668,1978,3
30137042,52453668,1978,1
30137044,52453668,1978,1
30137051,52453668,1978,3
30137052,52453668,1978,3
30137098,53337582,1970,-1
30137104,53156009,1960,1
30137107,53156009,1960,2
30137162,52589379,1950,2
30137164,52589379,1950,3
30137165,52589379,1950,3
30137171,52410707,1960,1
30137175,52410707,2014,3
30137178,52410707,1960,1
30137179,52410707,1960,1
30137187,52410707,1960,1
30137188,52410707,1960,2
30137190,52410707,1960,3
30137228,52412760,1965,0
30137234,53347319,2010,0
30137240,52412994,1960,0
30137251,53336818,1965,0
30137266,52536877,1980,0
30137269,52411728,1980,0
30137273,52399491,1980,0
30137276,52399491,2014,0
30137295,52411728,1980,4
30137296,52411728,1980,4
30137302,52411728,1980,5
30137304,52411728,1980,6
30137308,53364452,1960,0
30137315,53364452,1960,0
30137334,52704020,1950,1
30137346,52704020,1950,1
30137350,52704020,1950,4
30137351,52704020,1950,4
30137352,52704020,1950,5
30137355,52704020,1950,0
30137359,52704020,1950,2
30137366,52704020,1950,2
30137375,52688629,1960,3
30137378,52688629,1960,1
30137382,52688629,1960,3
30137388,52688629,1960,3
30137392,52559020,1960,1
30137393,52559020,1960,1
30137399,52559020,1960,4
30137402,52559020,1960,1
30137403,52559020,1960,2
30137407,52559020,1960,4
30137410,52559020,1960,5
30137419,52559020,1960,5
30137420,52559020,1960,5
30137421,52559020,1960,2
30137422,52559020,1960,2
30137426,52672772,1960,1
30137428,52672772,1960,2
30137431,52672772,1960,3
30137432,52672772,1960,0
30137433,52672772,1960,0
30137434,52672772,1960,1
30137439,52672772,1960,3
30137447,52672772,1960,3
30137451,52805789,1960,1
30137453,52805789,1960,3
30137469,52805789,1960,2
30137510,53342534,1970,1
30137515,52463616,1960,2
30137518,52463616,1960,1
30137519,52463616,1960,1
30137521,52463616,1960,2
30137522,52463616,1960,3
30137524,52463616,1960,1
30137535,52417015,1960,3
30137538,52417015,1960,1
30137543,52417015,1960,1
30137547,52417015,1960,3
30137548,52417015,1960,3
30137554,52462498,1960,3
30137557,52462498,1960,1
30137562,52462498,1960,1
30137566,52462498,1960,3
30137567,52462498,1960,3
30137572,53126596,1950,1
30137574,53126596,1950,2
30137576,53126596,1950,2
30137578,53126596,1950,3
30137579,53126596,1950,3
30137588,52549736,1950,1
30137591,52549736,1950,2
30137592,52549736,1950,2
30137593,52549736,1950,2
30137595,52549736,1950,3
30137598,52549736,1950,4
30137601,52549736,1950,4
30137605,53323267,1960,2
30137609,53323267,1960,1
30137615,53323267,1960,1
30137625,52493309,1965,1
30137632,52493309,1965,3
30137633,52493309,1965,3
30137636,52493309,1965,4
30137640,52401004,1960,1
30137642,52401004,1960,2
30137650,52401004,1960,3
30137651,52401004,1960,1
30137655,52401004,1960,3
30137660,52466871,1970,1
30137663,52466871,1970,3
30137664,52466871,1970,3
30137666,52466871,1970,1
30137669,52466871,1970,3
30137670,52466871,1970,3
30137671,52466871,1970,1
30137673,52466871,1970,2
30137674,52466871,1970,2
30137675,52466871,1970,3
30137680,52527697,1960,1
30137682,52527697,1960,2
30137686,52527697,1960,1
30137689,52527697,1960,3
30137690,52527697,1960,3
30137692,52527697,1960,1
30137704,52656356,1960,3
30137708,52656356,1960,2
30137709,52656356,1960,3
30137710,52656356,1960,3
30137711,52656356,1960,1
30137715,52656356,1960,3
30137716,52656356,1960,3
30137740,52654634,1960,1
30137743,52654634,1960,3
30137746,52654634,1960,4
30137750,52654634,1960,1
30137762,52654634,1960,2
30137768,52654634,1960,0
30137769,52654634,1960,1
30137776,52654634,1960,4
30137779,52654634,1960,1
30137780,52654634,1960,1
30137782,52654634,1960,2
30137783,52654634,1960,3
30137784,52654634,1960,3
30137785,52654634,1960,4
30137786,52654634,1960,4
30137788,52654634,1960,0
30137789,52654634,1960,1
30137790,52654634,1960,1
30137791,52654634,1960,2
30137796,52654634,1960,4
30137799,52654634,1960,1
30137801,52654634,1960,2
30137803,52654634,1960,3
30137811,52681030,1962,1
30137816,52681030,1962,0
30137817,52681030,1962,0
30137819,52681030,1962,1
30137823,52681030,1962,3
30137825,52681030,1962,0
30137839,52695522,1960,0
30137841,52695522,1960,1
30137848,52695522,1960,0
30137850,52695522,1960,1
30137854,52695522,1960,3
30137855,52695522,1960,4
30137857,52695522,1960,0
30137865,52695522,1960,4
30137871,52695522,1960,2
30137883,52695522,1960,3
30137884,52695522,1960,3
30137885,52695522,1960,4
30137886,52695522,1960,4
30137894,52695522,1960,3
30137896,52695522,1960,4
30137903,52695522,1960,3
30137914,52695522,1960,4
30137984,52660165,1960,3
30137996,52660165,1960,1
30138007,53388191,1960,1
30138011,53388191,1960,3
30138013,53388191,1960,1
30138017,53388191,1960,3
30138019,53388191,1960,0
30138031,52408157,1960,1
30138032,52408157,1960,1
30138035,52408157,1960,3
30138039,52408157,1960,1
30138043,52408157,1960,3
30138052,52408157,1960,3
30138061,52791322,1960,3
30138062,52791322,1960,3
30138069,52791322,1960,3
30138071,52791322,1960,0
30138072,52791322,1960,0
30138082,52405028,1960,0
30138089,52405028,1960,0
30138097,52405028,1960,0
30138099,52405028,1960,1
30138113,52559579,1960,3
30138121,52559579,1960,3
30138125,52559579,1960,1
30138126,52559579,1960,1
30138142,53179010,1960,0
30138146,53179010,1960,2
30138156,53179010,1960,3
30138163,52716307,1960,2
30138165,52716307,1960,2
30138171,52716307,1960,4
30138174,52716307,1960,4
30138185,52703249,1960,4
30138187,52703249,1960,1
30138202,52703249,1960,3
30138203,52703249,1960,4
30138208,52703249,1960,2
30138211,52703249,1960,3
30138215,52703249,1960,1
30138216,52703249,1960,1
30138217,52703249,1960,2
30138218,52703249,1960,2
30138221,52703249,1960,4
30138234,52703249,1960,1
30138235,52703249,1960,1
30138240,52703249,1960,4
30138241,52703249,1960,4
30138248,52703249,1960,3
30138249,52703249,1960,4
30138257,52414045,1960,1
30138259,52414045,1960,2
30138260,52414045,1960,2
30138269,52414045,1960,2
30138272,52414045,1960,4
30138273,52414045,1960,4
30138276,52414045,1960,1
30138284,52414045,1960,0
30138285,52414045,1960,0
30138289,52414045,1960,2
30138292,52414045,1960,4
30138298,52414045,1960,2
30138301,52414045,1960,3
30138304,52414045,1960,0
30138310,52414045,1960,3
30138311,52414045,1960,3
30138312,52414045,1960,4
30138316,52414045,1960,1
30138318,52414045,1960,2
30138320,52414045,1960,3
30138322,52414045,1960,4
30138324,52414045,1960,1
30138326,52414045,1960,2
30138327,52414045,1960,2
30142529,52459691,1990,5
30142637,52461602,1996,1
30143011,52603436,1970,1
30143016,52603436,1970,4
30143051,52603436,1970,2
30143057,52603436,1970,1
30143058,52603436,1970,2
30143066,52557029,1960,0
30143068,52557029,1960,1
30143070,52557029,1960,2
30143073,52557029,1960,4
30143076,52557029,1960,5
30143078,52557029,1960,6
30143083,52557029,1960,2
30143086,52557029,1960,4
30143093,53320239,1960,0
30143095,53320239,1960,1
30143097,53320239,1960,2
30143100,53320239,1960,4
30143101,53320239,1960,4
30143102,53320239,1960,5
30143106,53320239,1960,1
30143109,53320239,1960,3
30143113,53320239,1960,5
30143114,53320239,1960,5
30143127,52460147,1960,5
30143128,52460147,1960,5
30143129,52460147,1960,6
30143131,52460147,1960,1
30143137,52460147,1960,4
30143143,52602500,1970,0
30143144,52602500,1970,1
30143146,52602500,1970,2
30143147,52602500,1970,2
30143148,52602500,1970,3
30143152,52602500,1970,5
30143153,52602500,1970,5
30143154,52602500,1970,6
30143157,52602500,1970,7
30143161,52602500,1970,3
30143162,52602500,1970,4
30143164,52602500,1970,5
30143166,52602500,1970,6
30143168,52602500,1970,7
30143182,52464393,1960,2
30143184,52658145,1950,1
30143186,52658145,1950,1
30143198,53103983,1960,1
30143201,53103983,1960,1
30143216,53350836,1960,0
30143235,52658401,1970,1
30143237,52658401,1970,0
30143238,52658401,1970,0
30143240,52658401,1970,1
30143241,52658401,1970,2
30143242,52658401,1970,2
30143245,52658401,1970,2
30143247,52658401,1970,1
30143251,52658401,1970,1
30143255,52457578,1960,0
30143261,52457578,1960,3
30143265,52457578,1960,5
30143266,52457578,1960,1
30143267,52457578,1960,2
30143273,52457578,1960,5
30143274,52457578,1960,5
30143278,52585942,1960,1
30143281,52585942,1960,3
30143282,52585942,1960,3
30143283,52585942,1960,4
30143291,52585942,1960,3
30143292,52585942,1960,4
30143298,52537469,1970,1
30143302,52537469,1970,3
30143303,52537469,1970,3
30143306,52537469,1970,5
30143311,52537469,1970,3
30143312,52537469,1970,3
30143315,52537469,1970,5
30143316,52537469,1970,5
30143320,52493601,1970,0
30143323,52493601,1970,2
30143326,52493601,1970,3
30143329,52493601,1970,5
30143331,52493601,1970,1
30143332,52493601,1970,1
30143334,52493601,1970,2
30143336,52493601,1970,3
30143338,52493601,1970,4
30143342,53325706,1960,0
30143343,53325706,1960,1
30143346,53325706,1960,2
30143347,53325706,1960,3
30143351,53325706,1960,5
30143356,53325706,1960,3
30143358,53325706,1960,4
30143359,53325706,1960,4
30143360,53325706,1960,5
30143361,53325706,1960,5
30143368,52433904,1960,3
30143369,52433904,1960,3
30143375,52433904,1960,2
30143377,52433904,1960,3
30143378,52433904,1960,3
30143379,52433904,1960,4
30143380,52433904,1960,4
30143381,52433904,1960,5
30143382,52433904,1960,5
30143406,52543539,1950,2
30143407,52543539,1950,3
30143408,52543539,1950,3
30143409,52543539,1950,0
30143410,52543539,1950,0
30143415,52543539,1950,3
30143416,52543539,1950,3
30143417,52543539,1950,1
30143418,52543539,1950,1
30143421,52543539,1950,3
30143424,53327171,1970,0
30143439,53327171,1970,3
30143443,53327171,1970,2
30143482,52987300,1970,1
30143483,52987300,1970,2
30143484,52987300,1970,2
30143494,52987300,1970,1
30143502,52495140,1970,0
30143506,52495140,1970,2
30143507,52495140,1970,2
30143510,52495140,1970,0
30143518,52495140,1970,1
30143519,52495140,1970,1
30143539,52460630,1960,1
30143540,52460630,1960,2
30143544,52460630,1960,4
30143546,52460630,1960,0
30143550,52460630,1960,2
30143551,52460630,1960,2
30143555,52460630,1960,4
30143558,52460630,1960,1
30143560,52460630,1960,2
30143565,52460630,1960,4
30143571,52460630,1960,3
30143579,52460630,1960,2
30143580,52460630,1960,2
30143591,52460630,1960,3
30143598,52460630,1960,1
30143599,52460630,1960,2
30143602,52460630,1960,3
30143603,52460630,1960,4
30143607,52595243,1970,0
30143608,52595243,1970,0
30143618,52595243,1970,0
30143623,52595243,1970,3
