ParamVaried,wservice,eld_movef,svc_filter,Replicate,PopChange_E,PopChange_NE,PopPctChange_E,PopPctChange_NE,SAServiceAvg_E,SAServiceAvg_NE,SAServiceDelta_E,SAServiceDelta_NE,BldServiceAvg_E,BldServiceAvg_NE,BldServiceDelta_E,BldServiceDelta_NE,NormAssetsCity_Avg_E,NormAssetsCity_Avg_NE,NormAssetsCity_Delta_E,NormAssetsCity_Delta_NE,NormAssetsSA_Avg_E,NormAssetsSA_Avg_NE,NormAssetsSA_Delta_E,NormAssetsSA_Delta_NE,AttemptSA_Avg_E,AttemptSA_Avg_NE,AttemptSA_Delta_E,AttemptSA_Delta_NE,AttemptCity_Avg_E,AttemptCity_Avg_NE,AttemptCity_Delta_E,AttemptCity_Delta_NE,SuccessSA_Avg_E,SuccessSA_Avg_NE,SuccessSA_Delta_E,SuccessSA_Delta_NE,SuccessCity_Avg_E,SuccessCity_Avg_NE,SuccessCity_Delta_E,SuccessCity_Delta_NE
svc_filter_full_factorial,0,0.5,0,4,-81,-424,-2.00346277516696,-1.32537276108906,2.36095463085873,0.562431829545611,0.822370500143577,1.01501525014973,0.821929933279633,0.794256021645281,1.10838707143774,1.03320469374057,1236.21202560255,1302.45367762411,-3067,-1537.25,88.0666626285334,47.481172382161,0,0,0.00210953864194421,0.00233026175624087,0,-5.04591785245736e-05,0.00161070917249095,0.00191448070756139,0.000252397778899546,9.67153961555917e-05,0.292029414738294,0.240903090083356,0,0,0.509923474458358,0.600767128167571,-1,-1
svc_filter_full_factorial,0,0.5,0,5,-74,-420,-1.83168316831683,-1.31291028446389,2.37752152561832,0.580397614171719,0.883428543255271,1.06065327816935,0.841669160316574,0.817345795873645,1.13798310246897,1.06953812672095,1338.11597491909,1433.07603979381,-4688,-2492.55555555556,94.7274857277479,77.9349826979801,0,0,0.00221346582389794,0.00238354003084637,0,-2.55251805906527e-05,0.0016650759791078,0.00193896656994316,-0.000247524752475248,-9.12840695089721e-05,0.347137769896474,0.335019646558473,0,0,0.668410699838188,0.604501454697051,-1,-0.777777777777778
svc_filter_full_factorial,0,0.5,0,6,-85,-505,-2.1039603960396,-1.57837162056571,2.37885535791545,0.569312684179509,0.861070635254617,1.0260712682221,0.839683507270319,0.80073622199598,1.13962696029688,1.04470253783895,896.716616352607,1476.20423977119,-415,-2622.55555555556,88.4490453186105,77.3472335239722,-1,0,0.00210683765752023,0.00238000739560241,0,-4.38827453045463e-05,0.00160819018143121,0.0019672262443717,-0.000242205004318384,4.51106528583404e-06,0.282340311325819,0.318601344694158,-1,0,0.507699515078076,0.615838884410738,-0.5,-0.777777777777778
svc_filter_full_factorial,0,0.5,0,7,-73,-460,-1.80648354367731,-1.43767970996375,2.3927046569427,0.582420044079671,0.906653976443932,1.07065204254567,0.844491250215109,0.819984189169104,1.15225735792522,1.07747330826045,829.395337234965,1402.41808631083,-3415,-1772.57142857143,63.8058995156734,73.452109328454,-15,0,0.00230533216107571,0.00236542685575042,0,0,0.00162207808237619,0.00194015113149924,-0.000247463499133878,3.49009887017206e-05,0.317201747720365,0.395597186024783,-1,0,0.571081713299465,0.615338033059425,-1,-1
svc_filter_full_factorial,0,0.5,0,8,-93,-478,-2.30084116773874,-1.49370332177119,2.37997426338346,0.56944361881954,0.889252030970064,1.03851705448646,0.842343830552645,0.806214456680348,1.14673954436714,1.05537217947951,1200.89625930276,1347.13957715229,-2560,-2131.125,21.0413244009389,78.399948153387,0,-160,0.00223514090963896,0.00235435907608314,0,-8.5990641060242e-05,0.0017093407045286,0.00195545533269361,5.82638938399272e-06,3.79076438605764e-06,0.198115825012147,0.298562185106586,0,-0.333333333333333,0.635297907795713,0.59311323176184,-1,-1
svc_filter_full_factorial,0,0.5,0,9,-82,-397,-2.0292006928978,-1.24112920874105,2.37585131800854,0.566253738452877,0.863056069523865,1.01008101787478,0.830771831863227,0.793481187068267,1.11550304403515,1.02391868275672,960.14193277664,1487.24508463018,-486,-1563,89.3256030144649,79.3817431323486,-880,0,0.00214732157410754,0.00235079861841486,0,-5.04591785245736e-05,0.00153866155180028,0.00187497666723276,0.0007577671129073,0.000381045706750941,0.290544359047098,0.356630594740511,-1,0,0.557698986866539,0.597997564110812,-1,-0.333333333333333
svc_filter_full_factorial,0,0.5,0,10,-116,-529,-2.87128712871287,-1.65359007220781,2.38466876292718,0.567719929751644,0.883017353820169,1.02638812736888,0.837714538724345,0.7958184064282,1.14127231429806,1.03653016461539,1102.29848039216,1383.47554507852,-2580.5,-2049,86.3870316135646,90.8141762552274,0,-228,0.00219300800759482,0.00240347941385961,0,-5.86679896307087e-05,0.00165810242282965,0.00196147240916172,0,9.90322072676418e-05,0.263902773252504,0.30330386298685,0,-0.5,0.56156862745098,0.593753208507829,-1,-0.857142857142857
svc_filter_full_factorial,0,0.5,1,1,-111,-436,-2.74684484038604,-1.36292591434823,2.37887661895844,0.573142192731147,0.860129365559288,1.03032325610616,0.837087674948643,0.805991041269641,1.12938583558727,1.04827581352556,1127.06884762015,1337.60763390378,0,-3036.875,25.0996138047221,50.2007890615515,0,0,0.00214964475452668,0.00241129411329584,0,-9.95360675592261e-05,0.00190945658121123,0.00191382999398494,6.98942707477365e-06,3.51471785874329e-05,0.162910371710065,0.33104331853487,0,0,0.517243287804728,0.565492238089205,0,-0.875
svc_filter_full_factorial,0,0.5,1,2,-93,-498,-2.30027207519169,-1.55644455556945,2.39346279317677,0.578899773266599,0.91605082939166,1.06079497227373,0.844952966469984,0.814378381972083,1.15543605162282,1.07197734784553,1083.17992569177,1391.9803821582,-10.5,-2987.4,29.052087771193,90.3357591846096,0,0,0.00226592016082597,0.00239730726000244,0,0,0.0019795502199813,0.00197379125322797,0,0.000383447273724632,0.15765538374338,0.314144378362412,0,0,0.60076487313729,0.589971038461707,-0.5,-1
svc_filter_full_factorial,0,0.5,1,3,-60,-328,-1.48514851485149,-1.02519222354191,2.38108383515175,0.569325131688898,0.877111677892698,1.02196203448173,0.847329733666857,0.796724347185122,1.15564371543871,1.03451215601031,930.764612280808,1403.47952713484,-4689,-2542.72727272727,81.8248535498249,77.7549313865844,0,0,0.00215678727648188,0.00242097968673025,0,-5.67297936319802e-05,0.00181901288088584,0.00189509809271015,3.73152893178767e-06,-5.95979553909679e-05,0.268546641197071,0.264989008580197,0,0,0.476675065604566,0.58631098406718,-1,-0.909090909090909
